base,tabela,coluna,cd_conta,nm_conta,identificador_conta,conta
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.1.03.0.0,Multas e Juros de Mora de Alienação de Bens Móveis e Semoventes,siconfi-cor_RO1.9.4.1.03.0.0,1.9.4.1.03.0.0 - Multas e Juros de Mora de Alienação de Bens Móveis e Semoventes
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.1.99.0.0,Outras Multas e Juros de Mora de Alienações de Bens Móveis,siconfi-cor_RO1.9.4.1.99.0.0,1.9.4.1.99.0.0 - Outras Multas e Juros de Mora de Alienações de Bens Móveis
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.2.00.0.0,Multas e Juros de Mora das Alienações de Bens Imóveis,siconfi-cor_RO1.9.4.2.00.0.0,1.9.4.2.00.0.0 - Multas e Juros de Mora das Alienações de Bens Imóveis
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.2.01.0.0,Multas e Juros de Mora das Alienações de Bens Imóveis em Geral,siconfi-cor_RO1.9.4.2.01.0.0,1.9.4.2.01.0.0 - Multas e Juros de Mora das Alienações de Bens Imóveis em Geral
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.2.02.0.0,Multas e Juros de Mora das Alienações de Bens Imóveis - Programa de Administração Patrimonial Imobiliária,siconfi-cor_RO1.9.4.2.02.0.0,1.9.4.2.02.0.0 - Multas e Juros de Mora das Alienações de Bens Imóveis - Programa de Administração Patrimonial Imobiliária
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.2.03.0.0,Multas e Juros de Mora do Adicional sobre Alienações de Bens Imóveis,siconfi-cor_RO1.9.4.2.03.0.0,1.9.4.2.03.0.0 - Multas e Juros de Mora do Adicional sobre Alienações de Bens Imóveis
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.2.99.0.0,Outras Multas e Juros de Mora de Alienações de Bens Imóveis,siconfi-cor_RO1.9.4.2.99.0.0,1.9.4.2.99.0.0 - Outras Multas e Juros de Mora de Alienações de Bens Imóveis
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.3.00.0.0,Multas e Juros de Mora das Alienações de Bens Intangíveis,siconfi-cor_RO1.9.4.3.00.0.0,1.9.4.3.00.0.0 - Multas e Juros de Mora das Alienações de Bens Intangíveis
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.3.01.0.0,Multas e Juros da Alienação de Bens Intangíveis,siconfi-cor_RO1.9.4.3.01.0.0,1.9.4.3.01.0.0 - Multas e Juros da Alienação de Bens Intangíveis
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.4.00.0.0,Multas e Juros de Mora das Amortizações de Empréstimos,siconfi-cor_RO1.9.4.4.00.0.0,1.9.4.4.00.0.0 - Multas e Juros de Mora das Amortizações de Empréstimos
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.4.01.0.0,Multas e Juros de Amortização de Empréstimos - BEA/BIB,siconfi-cor_RO1.9.4.4.01.0.0,1.9.4.4.01.0.0 - Multas e Juros de Amortização de Empréstimos - BEA/BIB
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.4.02.0.0,Multas e Juros de Mora de Amortização Proveniente da Execução de Garantia - Operações de Crédito,siconfi-cor_RO1.9.4.4.02.0.0,1.9.4.4.02.0.0 - Multas e Juros de Mora de Amortização Proveniente da Execução de Garantia - Operações de Crédito
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.4.04.0.0,Multas e Juros de Mora de Amortização de Empréstimos - Refinanciamento de Dívidas de Médio e Longo Prazo,siconfi-cor_RO1.9.4.4.04.0.0,1.9.4.4.04.0.0 - Multas e Juros de Mora de Amortização de Empréstimos - Refinanciamento de Dívidas de Médio e Longo Prazo
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.4.06.0.0,Multas e Juros de Mora de Amortização de Empréstimos Contratuais,siconfi-cor_RO1.9.4.4.06.0.0,1.9.4.4.06.0.0 - Multas e Juros de Mora de Amortização de Empréstimos Contratuais
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.4.07.0.0,Multas e Juros de Mora de Amortização de Financiamentos,siconfi-cor_RO1.9.4.4.07.0.0,1.9.4.4.07.0.0 - Multas e Juros de Mora de Amortização de Financiamentos
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.4.07.1.0,Multas e Juros de Mora de Amortização de Financiamentos em Geral,siconfi-cor_RO1.9.4.4.07.1.0,1.9.4.4.07.1.0 - Multas e Juros de Mora de Amortização de Financiamentos em Geral
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.9.00.0.0,Multas e Juros de Mora de Outras Receitas de Capital,siconfi-cor_RO1.9.4.9.00.0.0,1.9.4.9.00.0.0 - Multas e Juros de Mora de Outras Receitas de Capital
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.4.9.99.0.0,Multas e Juros de Outras Receitas de Capital,siconfi-cor_RO1.9.4.9.99.0.0,1.9.4.9.99.0.0 - Multas e Juros de Outras Receitas de Capital
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.0.00.0.0,Demais Receitas Correntes,siconfi-cor_RO1.9.9.0.00.0.0,1.9.9.0.00.0.0 - Demais Receitas Correntes
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.00.0.0,Outras Receitas Correntes,siconfi-cor_RO1.9.9.9.00.0.0,1.9.9.9.00.0.0 - Outras Receitas Correntes
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.01.0.0,Aportes Periódicos para Amortização de Déficit Atuarial do Regimes Próprios de Previdência e Sistema de Proteção Social,siconfi-cor_RO1.9.9.9.01.0.0,1.9.9.9.01.0.0 - Aportes Periódicos para Amortização de Déficit Atuarial do Regimes Próprios de Previdência e Sistema de Proteção Social
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.02.0.0,Aportes Periódicos para Compensações ao RGPS,siconfi-cor_RO1.9.9.9.02.0.0,1.9.9.9.02.0.0 - Aportes Periódicos para Compensações ao RGPS
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.03.0.0,Compensações Financeiras entre os Regimes de Previdência,siconfi-cor_RO1.9.9.9.03.0.0,1.9.9.9.03.0.0 - Compensações Financeiras entre os Regimes de Previdência
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.04.0.0,Contribuição ao Montepio Civil,siconfi-cor_RO1.9.9.9.04.0.0,1.9.9.9.04.0.0 - Contribuição ao Montepio Civil
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.06.0.0,Contrapartida de Subvenções ou Subsídios,siconfi-cor_RO1.9.9.9.06.0.0,1.9.9.9.06.0.0 - Contrapartida de Subvenções ou Subsídios
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.07.0.0,Disponibilidades de Recursos do Fundo Social,siconfi-cor_RO1.9.9.9.07.0.0,1.9.9.9.07.0.0 - Disponibilidades de Recursos do Fundo Social
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.08.0.0,Receitas do Seguro Obrigatório de Danos Pessoais causados por Veículos Automotores de Via Terrestre - DPVAT,siconfi-cor_RO1.9.9.9.08.0.0,1.9.9.9.08.0.0 - Receitas do Seguro Obrigatório de Danos Pessoais causados por Veículos Automotores de Via Terrestre - DPVAT
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.08.2.0,Reversão da Provisão de Sinistros Ocorridos e Não Avisados - IBNR do Seguro Obrigatório de Danos Pessoais Causados por Veículos Automotores de Vias Terrestres - DPVAT,siconfi-cor_RO1.9.9.9.08.2.0,1.9.9.9.08.2.0 - Reversão da Provisão de Sinistros Ocorridos e Não Avisados - IBNR do Seguro Obrigatório de Danos Pessoais Causados por Veículos Automotores de Vias Terrestres - DPVAT
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.09.0.0,Prestação de Contas Eleitorais,siconfi-cor_RO1.9.9.9.09.0.0,1.9.9.9.09.0.0 - Prestação de Contas Eleitorais
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.10.0.0,Reserva Global de Reversão,siconfi-cor_RO1.9.9.9.10.0.0,1.9.9.9.10.0.0 - Reserva Global de Reversão
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.11.0.0,Variação Cambial,siconfi-cor_RO1.9.9.9.11.0.0,1.9.9.9.11.0.0 - Variação Cambial
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.12.0.0,Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência,siconfi-cor_RO1.9.9.9.12.0.0,1.9.9.9.12.0.0 - Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.12.1.0,Encargos Legais pela Inscrição em Dívida Ativa,siconfi-cor_RO1.9.9.9.12.1.0,1.9.9.9.12.1.0 - Encargos Legais pela Inscrição em Dívida Ativa
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.12.2.0,Ônus de Sucumbência,siconfi-cor_RO1.9.9.9.12.2.0,1.9.9.9.12.2.0 - Ônus de Sucumbência
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.13.0.0,"Recursos Recebidos de Órgãos, Entidades ou Fundos, por Força de Determinação Constitucional ou Legal",siconfi-cor_RO1.9.9.9.13.0.0,"1.9.9.9.13.0.0 - Recursos Recebidos de Órgãos, Entidades ou Fundos, por Força de Determinação Constitucional ou Legal"
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.15.0.0,Transação Resolutiva de Litígios de Receitas Não Administradas pela RFB,siconfi-cor_RO1.9.9.9.15.0.0,1.9.9.9.15.0.0 - Transação Resolutiva de Litígios de Receitas Não Administradas pela RFB
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.16.0.0,Títulos Executivos Extrajudiciais,siconfi-cor_RO1.9.9.9.16.0.0,1.9.9.9.16.0.0 - Títulos Executivos Extrajudiciais
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.17.0.0,Alienação de Estoques da Política de Garantia de Preços Mínimos - PGPM,siconfi-cor_RO1.9.9.9.17.0.0,1.9.9.9.17.0.0 - Alienação de Estoques da Política de Garantia de Preços Mínimos - PGPM
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.18.0.0,Demais Créditos Decorrentes da Revisão de Contratos de Concessão,siconfi-cor_RO1.9.9.9.18.0.0,1.9.9.9.18.0.0 - Demais Créditos Decorrentes da Revisão de Contratos de Concessão
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.19.0.0,Receitas de Subvenções,siconfi-cor_RO1.9.9.9.19.0.0,1.9.9.9.19.0.0 - Receitas de Subvenções
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.20.0.0,"Retribuição pela Tributação, Fiscalização, Arrecadação, Cobrança e Recolhimento das Contribuições Sociais de Terceiros",siconfi-cor_RO1.9.9.9.20.0.0,"1.9.9.9.20.0.0 - Retribuição pela Tributação, Fiscalização, Arrecadação, Cobrança e Recolhimento das Contribuições Sociais de Terceiros"
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.21.0.0,Resultado Positivo das Operações de Comercialização de Energia no Âmbito da CCEE,siconfi-cor_RO1.9.9.9.21.0.0,1.9.9.9.21.0.0 - Resultado Positivo das Operações de Comercialização de Energia no Âmbito da CCEE
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.99.0.0,Outras Receitas,siconfi-cor_RO1.9.9.9.99.0.0,1.9.9.9.99.0.0 - Outras Receitas
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.99.1.0,Outras Receitas Administradas pela RFB,siconfi-cor_RO1.9.9.9.99.1.0,1.9.9.9.99.1.0 - Outras Receitas Administradas pela RFB
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.99.2.0,Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias,siconfi-cor_RO1.9.9.9.99.2.0,1.9.9.9.99.2.0 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,1.9.9.9.99.3.0,Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Financeiras,siconfi-cor_RO1.9.9.9.99.3.0,1.9.9.9.99.3.0 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Financeiras
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.0.0.0.00.0.0,Receitas de Capital,siconfi-cor_RO2.0.0.0.00.0.0,2.0.0.0.00.0.0 - Receitas de Capital
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.0.0.00.0.0,Operações de Crédito,siconfi-cor_RO2.1.0.0.00.0.0,2.1.0.0.00.0.0 - Operações de Crédito
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.0.00.0.0,Operações de Crédito - Mercado Interno,siconfi-cor_RO2.1.1.0.00.0.0,2.1.1.0.00.0.0 - Operações de Crédito - Mercado Interno
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.1.00.0.0,Títulos de Responsabilidade do Tesouro Nacional - Mercado Interno,siconfi-cor_RO2.1.1.1.00.0.0,2.1.1.1.00.0.0 - Títulos de Responsabilidade do Tesouro Nacional - Mercado Interno
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.1.01.0.0,"Títulos de Responsabilidade do Tesouro Nacional - Mercado Interno, Exceto Refinanciamento da Dívida Pública",siconfi-cor_RO2.1.1.1.01.0.0,"2.1.1.1.01.0.0 - Títulos de Responsabilidade do Tesouro Nacional - Mercado Interno, Exceto Refinanciamento da Dívida Pública"
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.1.03.0.0,Títulos da Dívida Agrária - TDA,siconfi-cor_RO2.1.1.1.03.0.0,2.1.1.1.03.0.0 - Títulos da Dívida Agrária - TDA
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.2.00.0.0,Operações de Crédito Contratuais - Mercado Interno,siconfi-cor_RO2.1.1.2.00.0.0,2.1.1.2.00.0.0 - Operações de Crédito Contratuais - Mercado Interno
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.2.01.0.0,Operações de Crédito Contratuais - Mercado Interno,siconfi-cor_RO2.1.1.2.01.0.0,2.1.1.2.01.0.0 - Operações de Crédito Contratuais - Mercado Interno
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.2.50.0.0,Operações de Crédito Internas para Programas de Educação,siconfi-cor_RO2.1.1.2.50.0.0,2.1.1.2.50.0.0 - Operações de Crédito Internas para Programas de Educação
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.2.51.0.0,Operações de Crédito Internas para Programas de Saúde,siconfi-cor_RO2.1.1.2.51.0.0,2.1.1.2.51.0.0 - Operações de Crédito Internas para Programas de Saúde
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.2.52.0.0,Operações de Crédito Internas para Programas de Saneamento,siconfi-cor_RO2.1.1.2.52.0.0,2.1.1.2.52.0.0 - Operações de Crédito Internas para Programas de Saneamento
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.2.53.0.0,Operações de Crédito Internas para Programas de Meio Ambiente,siconfi-cor_RO2.1.1.2.53.0.0,2.1.1.2.53.0.0 - Operações de Crédito Internas para Programas de Meio Ambiente
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.2.54.0.0,Operações de Crédito Internas para Programas de Modernização da Administração Pública,siconfi-cor_RO2.1.1.2.54.0.0,2.1.1.2.54.0.0 - Operações de Crédito Internas para Programas de Modernização da Administração Pública
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.2.55.0.0,Operações de Crédito Internas para Refinanciamento da Dívida Contratual,siconfi-cor_RO2.1.1.2.55.0.0,2.1.1.2.55.0.0 - Operações de Crédito Internas para Refinanciamento da Dívida Contratual
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.2.56.0.0,Operações de Crédito Internas para Programas de Moradia Popular,siconfi-cor_RO2.1.1.2.56.0.0,2.1.1.2.56.0.0 - Operações de Crédito Internas para Programas de Moradia Popular
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.3.00.0.0,Empréstimos Compulsórios,siconfi-cor_RO2.1.1.3.00.0.0,2.1.1.3.00.0.0 - Empréstimos Compulsórios
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.1.9.00.0.0,Outras Operações de Crédito - Mercado Interno,siconfi-cor_RO2.1.1.9.00.0.0,2.1.1.9.00.0.0 - Outras Operações de Crédito - Mercado Interno
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.2.0.00.0.0,Operações de Crédito - Mercado Externo,siconfi-cor_RO2.1.2.0.00.0.0,2.1.2.0.00.0.0 - Operações de Crédito - Mercado Externo
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.2.2.00.0.0,Operações de Crédito Contratuais - Mercado Externo,siconfi-cor_RO2.1.2.2.00.0.0,2.1.2.2.00.0.0 - Operações de Crédito Contratuais - Mercado Externo
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.2.2.01.0.0,Operações de Crédito Contratuais - Mercado Externo,siconfi-cor_RO2.1.2.2.01.0.0,2.1.2.2.01.0.0 - Operações de Crédito Contratuais - Mercado Externo
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.2.2.50.0.0,Operações de Crédito Externas para Programas de Educação,siconfi-cor_RO2.1.2.2.50.0.0,2.1.2.2.50.0.0 - Operações de Crédito Externas para Programas de Educação
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.2.2.51.0.0,Operações de Crédito Externas para Programas de Saúde,siconfi-cor_RO2.1.2.2.51.0.0,2.1.2.2.51.0.0 - Operações de Crédito Externas para Programas de Saúde
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.2.2.52.0.0,Operações de Crédito Externas para Programas de Saneamento,siconfi-cor_RO2.1.2.2.52.0.0,2.1.2.2.52.0.0 - Operações de Crédito Externas para Programas de Saneamento
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.2.2.53.0.0,Operações de Crédito Externas para Programas de Meio Ambiente,siconfi-cor_RO2.1.2.2.53.0.0,2.1.2.2.53.0.0 - Operações de Crédito Externas para Programas de Meio Ambiente
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.2.2.54.0.0,Operações de Crédito Externas para Programas de Modernização da Administração Pública,siconfi-cor_RO2.1.2.2.54.0.0,2.1.2.2.54.0.0 - Operações de Crédito Externas para Programas de Modernização da Administração Pública
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.1.2.9.00.0.0,Outras Operações de Crédito - Mercado Externo,siconfi-cor_RO2.1.2.9.00.0.0,2.1.2.9.00.0.0 - Outras Operações de Crédito - Mercado Externo
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.2.0.0.00.0.0,Alienação de Bens,siconfi-cor_RO2.2.0.0.00.0.0,2.2.0.0.00.0.0 - Alienação de Bens
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.2.1.0.00.0.0,Alienação de Bens Móveis,siconfi-cor_RO2.2.1.0.00.0.0,2.2.1.0.00.0.0 - Alienação de Bens Móveis
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.2.1.1.00.0.0,"Alienação de Títulos, Valores Mobiliários e Aplicações Congêneres",siconfi-cor_RO2.2.1.1.00.0.0,"2.2.1.1.00.0.0 - Alienação de Títulos, Valores Mobiliários e Aplicações Congêneres"
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.2.1.2.00.0.0,Alienação de Estoques,siconfi-cor_RO2.2.1.2.00.0.0,2.2.1.2.00.0.0 - Alienação de Estoques
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.2.1.2.01.0.0,Alienação de Estoques da Política de Garantia de Preços Mínimos - PGPM,siconfi-cor_RO2.2.1.2.01.0.0,2.2.1.2.01.0.0 - Alienação de Estoques da Política de Garantia de Preços Mínimos - PGPM
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.2.1.2.02.0.0,Alienação de Estoques Comerciais Destinados a Programas Sociais,siconfi-cor_RO2.2.1.2.02.0.0,2.2.1.2.02.0.0 - Alienação de Estoques Comerciais Destinados a Programas Sociais
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.2.1.3.00.0.0,Alienação de Bens Móveis e Semoventes,siconfi-cor_RO2.2.1.3.00.0.0,2.2.1.3.00.0.0 - Alienação de Bens Móveis e Semoventes
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.2.2.0.00.0.0,Alienação de Bens Imóveis,siconfi-cor_RO2.2.2.0.00.0.0,2.2.2.0.00.0.0 - Alienação de Bens Imóveis
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.2.3.0.00.0.0,Alienação de Bens Intangíveis,siconfi-cor_RO2.2.3.0.00.0.0,2.2.3.0.00.0.0 - Alienação de Bens Intangíveis
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.3.0.0.00.0.0,Amortização de Empréstimos,siconfi-cor_RO2.3.0.0.00.0.0,2.3.0.0.00.0.0 - Amortização de Empréstimos
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.3.1.0.00.0.0,Amortização de Empréstimos,siconfi-cor_RO2.3.1.0.00.0.0,2.3.1.0.00.0.0 - Amortização de Empréstimos
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.3.1.1.00.0.0,Amortização de Empréstimos,siconfi-cor_RO2.3.1.1.00.0.0,2.3.1.1.00.0.0 - Amortização de Empréstimos
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.3.1.1.01.0.0,Amortização de Empréstimos - BEA/BIB,siconfi-cor_RO2.3.1.1.01.0.0,2.3.1.1.01.0.0 - Amortização de Empréstimos - BEA/BIB
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.3.1.1.03.0.0,Amortização de Empréstimos - Estados e Municípios,siconfi-cor_RO2.3.1.1.03.0.0,2.3.1.1.03.0.0 - Amortização de Empréstimos - Estados e Municípios
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.3.1.1.04.0.0,Amortização de Empréstimos - Refinanciamento de Dívidas de Médio e Longo Prazo,siconfi-cor_RO2.3.1.1.04.0.0,2.3.1.1.04.0.0 - Amortização de Empréstimos - Refinanciamento de Dívidas de Médio e Longo Prazo
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.3.1.1.06.0.0,Amortização de Empréstimos Contratuais,siconfi-cor_RO2.3.1.1.06.0.0,2.3.1.1.06.0.0 - Amortização de Empréstimos Contratuais
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.3.1.1.07.0.0,Amortização de Financiamentos,siconfi-cor_RO2.3.1.1.07.0.0,2.3.1.1.07.0.0 - Amortização de Financiamentos
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.4.0.0.00.0.0,Transferências de Capital,siconfi-cor_RO2.4.0.0.00.0.0,2.4.0.0.00.0.0 - Transferências de Capital
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.4.1.0.00.0.0,Transferências da União e de suas Entidades,siconfi-cor_RO2.4.1.0.00.0.0,2.4.1.0.00.0.0 - Transferências da União e de suas Entidades
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.4.1.1.00.0.0,Transferências de Recursos do Sistema Único de Saúde - SUS,siconfi-cor_RO2.4.1.1.00.0.0,2.4.1.1.00.0.0 - Transferências de Recursos do Sistema Único de Saúde - SUS
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.4.1.1.50.0.0,Transferências de Recursos do Sistema Único de Saúde - SUS - Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,siconfi-cor_RO2.4.1.1.50.0.0,2.4.1.1.50.0.0 - Transferências de Recursos do Sistema Único de Saúde - SUS - Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.4.1.1.50.1.0,Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Primária,siconfi-cor_RO2.4.1.1.50.1.0,2.4.1.1.50.1.0 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Primária
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.4.1.1.50.2.0,Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Especializada,siconfi-cor_RO2.4.1.1.50.2.0,2.4.1.1.50.2.0 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Especializada
receitas_2025,Receitas Orçamentárias (Anexo I-C),Receitas Brutas Realizadas,2.4.1.1.50.3.0,Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Vigilância em Saúde,siconfi-cor_RO2.4.1.1.50.3.0,2.4.1.1.50.3.0 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Vigilância em Saúde
